101,Rok,Cislo,Strana
001658419,1903,5,1
001658420,1903,6,3
001658421,1903,12,2
001658422,1903,14,4
001658423,1903,17,1
001658424,1903,17,1
001658425,1903,17,1
001658426,1903,20,1
001658427,1903,20,1
001658453,1903,21,5
001658454,1903,23,1
001658455,1895,24,2
001658456,1903,25,1
001658457,1903,37,1
001658458,1903,47,2
001658459,1903,58,3
001658460,1903,64,1
001658461,1903,74,2
001658462,1903,94,2
001658463,1903,105,2
001658464,1903,108,2
001658465,1903,111,2
001658466,1903,112,2
001658467,1903,119,2
001658468,1903,176,1
001658469,1903,183,2
001658470,1903,207,3
001658471,1903,209,2
001658472,1903,217,1
001658473,1903,46,4
001658474,1903,222,3
001658475,1903,223,3
001658476,1903,241,1
001658477,1903,252,1
001658478,1903,254,1
001658479,1903,270,3
001658480,1903,276,2
001658481,1903,276,5
001658482,1903,276,13
001658483,1903,294,1
001658484,1903,282,1
001658487,1916,3,1
001658488,1916,14,5
001658489,1916,23,5
001658490,1916,23,5
001658491,1916,28,3
001658492,1916,30,1
001658493,1916,34,1
001658494,1916,45,9
001658495,1916,54,1
001658496,1916,55,1
001658497,1916,55,1
001658498,1916,55,3
001658499,1916,57,3
001658500,1916,58,1
001658501,1916,71,4
001658502,1916,75,2
001658503,1916,82,4
001658504,1916,86,3
001658505,1916,87,19
001658506,1916,91,9
001658507,1916,91,9
001658516,1952,51,3
001658524,1943,621,9
001658527,1946,6,7
001658653,1916,94,1
001658654,1916,94,19
001658655,1916,97,4
001658656,1916,97,4
001658657,1916,98,1
001658658,1916,98,4
001658659,1916,98,4
001658660,1916,98,6
001658661,1916,98,6
001658662,1916,101,5
001658663,1916,101,17
001658664,1916,104,2
001658665,1916,105,9
001658666,1916,107,1
001658667,1916,109,5
001658668,1916,110,9
001658669,1916,111,2
001658670,1916,119,2
001658671,1916,120,2
001658672,1916,124,9
001658673,1916,127,4
001658674,1916,128,6
001658675,1916,131,3
001658676,1916,136,3
001658677,1916,141,1
001658678,1916,141,4
001658679,1916,140,3
001658680,1916,153,5
001658681,1916,155,19
001658682,1916,154,6
001658700,1916,159,3
001658701,1916,169,5
001658702,1916,170,3
001658703,1916,176,2
001658704,1916,177,9
001658705,1916,177,9
001658706,1916,167,5
001658707,1916,183,3
001658708,1916,197,6
001658709,1916,198,9
001658710,1916,187,21
001658711,1916,214,3
001658712,1916,218,1
001658713,1916,221,17
001658714,1916,224,1
001658715,1916,225,1
001658716,1916,226,3
001658717,1908,227,2
001658718,1916,228,1
001658719,1916,228,3
001658720,1916,229,3
001658721,1916,234,6
001658722,1916,237,2
001658723,1916,239,1
001658724,1916,239,1
001658725,1916,243,4
001658726,1916,245,2
001658727,1916,248,5
001658728,1916,249,6
001658729,1916,252,4
001658730,1916,235,1
001658731,1916,253,1
001658732,1916,254,5
001658733,1916,259,7
001658734,1916,263,3
001658735,1916,264,23
001658736,1916,268,6
001658737,1916,281,3
001658738,1916,288,3
001658739,1916,288,4
001658740,1916,299,3
001658741,1916,299,25
001658742,1916,301,4
001658743,1916,309,6
001658744,1916,313,21
001658745,1916,318,3
001658746,1916,309,6
001658747,1916,327,25
001658748,1916,327,26
001658749,1916,332,9
001658750,1916,334,4
001658751,1916,336,1
001658752,1916,335,2
001658753,1916,335,3
001658754,1916,346,2
001658755,1916,346,4
001658756,1916,352,1
001658757,1916,354,NaN
001658801,1941,152,7
001658850,1938,456,11
001658861,1935,128,9
001661609,1952,79,3
001662223,1931,3,3
001662224,1931,7,3
001662225,1931,9,7
001662226,1931,9,7
001662227,1931,16,1
001662228,1931,18,7
001662229,1931,18,7
001662230,1931,31,7
001662231,1931,36,1
001662232,1931,40,7
001662253,1931,60,7
001662254,1931,63,7
001662255,1931,64,1
001662256,1931,73,4
001662257,1931,73,7
001662258,1931,76,1
001662259,1931,76,3
001662260,1931,78,7
001662261,1931,78,7
001662262,1931,78,7
001662263,1931,78,7
001662264,1931,80,7
001662265,1931,83,7
001662266,1931,89,1
001662267,1931,89,7
001662303,1931,97,7
001662304,1931,99,7
001662305,1931,102,1
001662306,1931,102,7
001662307,1931,110,7
001662308,1931,117,7
001662309,1931,119,7
001662310,1931,121,7
001662311,1931,121,7
001662312,1931,126,1
001662313,1931,130,7
001662314,1931,132,7
001662315,1931,134,7
001662316,1931,143,1
001662317,1931,145,7
001662318,1931,149,7
001662319,1931,151,11
001662320,1931,159,1
001662321,1931,162,7
001662322,1931,169,3
001662323,1931,169,5
001662324,1931,169,7
001662413,1931,171,7
001662414,1931,171,7
001662415,1931,171,7
001662416,1931,173,7
001662417,1931,175,5
001662418,1931,177,1
001662419,1931,177,2
001662420,1931,182,7
001662421,1931,184,7
001662422,1931,188,9
001662423,1931,191,7
001662424,1931,191,7
001662425,1931,193,7
001662426,1931,214,7
001662427,1931,228,7
001662428,1931,228,7
001662429,1931,230,5
001662430,1931,237,9
001662431,1931,240,7
001662432,1931,251,2
001662433,1931,251,3
001662434,1931,253,7
001662435,1931,255,4
001662436,1931,257,7
001662437,1931,264,7
001662438,1931,264,7
001662439,1931,265,2
001662440,1931,266,1
001662441,1931,273,7
001662442,1931,273,7
001662443,1931,276,3
001662444,1931,276,5
001662445,1931,276,7
001662446,1931,276,7
001662447,1931,278,7
001662448,1931,280,7
001662449,1931,280,7
001662450,1931,282,1
001662451,1931,282,7
001662452,1931,284,7
001662493,1931,284,7
001662494,1931,286,7
001662495,1931,289,1
001662496,1931,289,7
001662497,1931,289,7
001662498,1931,289,7
001662499,1931,289,7
001662500,1931,289,7
001662501,1931,291,7
001662502,1931,291,7
001662503,1931,291,7
001662504,1931,293,7
001662505,1931,188,9
001662506,1931,179,1
001662507,1931,175,7
001662508,1931,146,1
001662509,1931,73,4
001662510,1931,66,2
001662511,1931,53,7
001662512,1931,199,7
001662513,1931,266,7
001662514,1931,295,7
001662515,1931,297,7
001662516,1931,299,7
001662517,1931,299,7
001662518,1931,299,7
001662519,1931,299,7
001662520,1931,299,7
001662603,1931,224,1
001662604,1931,300,1
001662605,1931,302,7
001662606,1931,302,7
001662607,1931,304,7
001662608,1931,306,7
001662609,1931,308,7
001662610,1931,310,7
001662611,1931,310,7
001662612,1931,308,7
001662613,1931,315,2
001662614,1931,315,7
001662615,1931,315,7
001662616,1931,319,7
001662617,1931,319,7
001662618,1931,322,7
001662619,1931,324,7
001662620,1931,327,7
001662621,1931,328,2
001662622,1931,331,7
001662623,1931,332,7
001662653,1931,332,7
001662654,1931,333,2
001662655,1931,339,7
001662656,1931,341,7
001662657,1931,341,5
001662658,1931,343,7
001662659,1931,345,7
001662660,1931,347,1
001662661,1931,349,1
001662662,1931,350,2
001662663,1931,352,7
001662664,1931,356,7
001662665,1931,358,5
001662666,1931,360,3
001662698,1931,367,7
001662699,1931,267,7
001662700,1931,372,4
001662701,1931,373,1
001662702,1931,373,7
001662703,1931,380,5
001662704,1931,380,7
001662705,1931,380,7
001662706,1931,382,7
001662707,1931,382,7
001662738,1931,384,7
001662739,1931,386,7
001662740,1931,386,7
001662741,1931,388,7
001662742,1931,389,1
001662743,1931,391,7
001662744,1931,392,2
001662745,1931,393,2
001662746,1931,393,2
001662747,1931,393,2
001662748,1931,393,7
001662749,1931,393,7
001662750,1931,393,7
001662751,1931,395,2
001662752,1931,396,2
001662753,1931,399,7
001662754,1931,404,7
001662755,1931,409,1
001662756,1931,413,5
001662757,1931,417,1
001662758,1931,422,5
001662759,1931,422,7
001662760,1931,425,7
001662761,1931,426,1
001662762,1931,429,1
001662763,1931,431,1
001662764,1931,431,7
001662765,1931,431,7
001662766,1931,431,7
001662767,1931,433,7
001662798,1931,437,7
001662799,1931,439,7
001662800,1931,442,7
001662801,1931,446,7
001662802,1931,446,7
001662803,1931,448,7
001662804,1931,451,3
001662805,1931,455,7
001662806,1931,455,7
001662807,1931,457,5
001662808,1931,457,7
001662809,1931,459,7
001662810,1931,466,7
001662811,1931,477,NaN
001662812,1931,483,NaN
001662813,1931,487,NaN
001662814,1931,494,NaN
001662815,1931,496,NaN
001662816,1931,500,NaN
001662817,1931,502,NaN
001662818,1931,505,NaN
001662819,1931,511,NaN
001662820,1931,513,NaN
001662821,1931,461,6
001662822,1931,461,7
001662823,1931,463,7
001662824,1931,515,NaN
001662825,1931,516,NaN
001662826,1931,518,NaN
001662827,1931,522,NaN
001662863,1931,524,NaN
001662864,1931,526,NaN
001662865,1923,526,NaN
001662866,1931,526,NaN
001662867,1931,528,NaN
001662868,1931,531,NaN
001662869,1931,537,NaN
001662870,1931,529,NaN
001662871,1931,541,NaN
001662872,1931,541,NaN
001662873,1931,541,NaN
001662874,1931,544,NaN
001662875,1931,549,NaN
001662876,1931,551,NaN
001662877,1931,552,NaN
001662878,1931,564,NaN
001662879,1931,564,7
001662880,1931,565,NaN
001662881,1931,527,NaN
001662882,1931,573,NaN
001662883,1931,575,NaN
001662884,1931,579,NaN
001662885,1931,579,NaN
001662886,1931,588,NaN
001662887,1931,592,NaN
001662888,1931,NaN,NaN
001662889,1931,602,NaN
001662890,1931,603,NaN
001662891,1931,603,NaN
001662892,1931,605,NaN
001662893,1931,605,NaN
001662894,1931,910,NaN
001662895,1931,616,NaN
001662896,1931,625,NaN
001662897,1931,629,NaN
001662898,1931,634,NaN
001662899,1931,634,NaN
001662900,1931,636,NaN
001662901,1931,642,NaN
001662902,1931,645,NaN
001662903,1931,647,NaN
001662904,1931,352,2
001662905,1931,352,7
001662906,1931,354,2
001662907,1931,356,5
001662908,1931,360,7
001662909,1931,362,5
001662910,1931,362,7
001662911,1931,371,7
001662912,1931,377,1
001662913,1931,378,7
001662914,1931,382,7
001662915,1931,384,1
001662916,1931,383,3
001662917,1931,391,1
001662918,1931,391,1
001662919,1931,393,1
001662920,1931,422,7
001662921,1931,429,7
001662922,1931,439,5
001662923,1931,447,1
001662924,1931,269,2
001662925,1931,291,7
001662926,1931,296,1
001662927,1931,297,7
001662928,1931,297,7
001662929,1931,299,7
001662930,1931,303,1
001662931,1931,310,1
001662932,1931,324,7
001662958,1931,623,NaN
001662959,1931,641,NaN
001662960,1931,609,NaN
001662961,1931,595,NaN
001662962,1931,326,1
001662963,1931,327,7
001662964,1931,332,4
001662965,1931,197,7
001662966,1931,198,2
001662967,1931,197,7
001662968,1931,202,2
001662969,1931,204,7
001662970,1931,204,7
001662971,1931,205,2
001662972,1931,205,2
001662973,1931,306,2
001662974,1931,208,7
001662975,1931,210,7
001662976,1931,210,7
001662977,1931,214,7
001662978,1931,214,7
001662979,1931,217,5
001662980,1931,217,5
001662981,1931,217,7
001662982,1931,217,7
001663013,1931,217,7
001663014,1931,219,7
001663015,1931,219,7
001663016,1931,219,7
001663017,1931,221,7
001663018,1931,221,7
001663019,1931,223,5
001663020,1931,223,7
001663021,1931,223,7
001663022,1931,225,7
001663023,1931,225,7
001663024,1931,228,5
001663025,1931,228,7
001663026,1931,229,2
001663027,1931,230,7
001663028,1931,230,7
001663029,1931,232,7
001663030,1931,232,7
001663031,1931,233,5
001663032,1931,233,7
001663033,1931,233,7
001663034,1931,233,7
001663035,1931,235,5
001663036,1931,235,5
001663037,1931,235,5
001663038,1931,235,7
001663039,1931,240,7
001663040,1931,242,7
001663041,1931,242,7
001663042,1931,245,1
001663098,1931,246,7
001663099,1931,246,7
001663100,1931,250,7
001663101,1931,250,7
001663102,1931,253,3
001663103,1931,255,7
001663104,1931,256,1
001663105,1931,261,5
001663106,1931,257,7
001663107,1931,259,5
001663108,1931,259,7
001663109,1931,261,2
001663110,1931,263,3
001663111,1931,264,7
001663112,1931,266,7
001663113,1931,268,5
001663114,1931,268,7
001663153,1905,2,1
001663154,1905,2,9
001663155,1905,3,3
001663156,1905,4,4
001663157,1905,7,3
001663158,1905,7,4
001663159,1905,7,4
001663160,1905,7,4
001663161,1905,9,4
001663162,1905,9,4
001663163,1905,12,3
001663164,1905,13,4
001663165,1905,31,2
001663166,1905,44,3
001663167,1905,44,3
001663168,1905,46,3
001663169,1905,48,5
001663170,1905,62,3
001663171,1905,64,3
001663172,1905,66,1
001663173,1905,71,4
001663174,1905,85,4
001663175,1905,86,3
001663176,1905,88,3
001663177,1905,94,4
001663178,1905,89,4
001663179,1905,89,4
001663180,1905,94,4
001663181,1905,95,4
001663182,1905,99,4
001663213,1905,100,3
001663214,1905,114,2
001663215,1905,117,3
001663216,1905,121,3
001663217,1905,125,2
001663218,1905,130,3
001663219,1905,133,4
001663220,1905,135,1
001663221,1905,140,4
001663222,1905,141,3
001663258,1931,351,1
001663259,1905,141,3
001663260,1905,141,3
001663261,1905,143,3
001663262,1905,143,3
001663263,1905,146,1
001663264,1905,148,2
001663265,1905,154,5
001663266,1905,159,3
001663267,1905,162,3
001663268,1905,166,4
001663269,1905,166,5
001663270,1905,168,4
001663271,1905,184,3
001663272,1905,184,5
001663273,1905,190,4
001663274,1905,190,4
001663275,1905,192,3
001663276,1905,193,3
001663277,1905,199,3
001663278,1905,202,1
001663279,1905,205,3
001663280,1905,207,4
001663281,1905,207,5
001663282,1905,231,2
001663283,1905,235,3
001663284,1905,231,3
001663318,1905,231,9
001663319,1905,231,9
001663320,1905,231,9
001663321,1905,233,3
001663322,1905,237,1
001663323,1905,237,9
001663324,1905,243,9
001663325,1905,243,9
001663326,1905,246,2
001663327,1905,246,3
001663328,1905,249,1
001663329,1905,247,3
001663330,1905,249,9
001663331,1905,249,9
001663332,1905,252,3
001663333,1905,253,2
001663334,1905,254,9
001663335,1905,256,3
001663336,1905,257,3
001663337,1905,261,2
001663338,1905,262,3
001663339,1905,262,4
001663340,1905,266,9
001663341,1905,278,3
001663342,1905,278,5
001663343,1905,278,5
001663344,1905,283,5
001663345,1905,289,3
001663346,1905,289,5
001663853,1901,128,2
001665704,1906,1,9
001665705,1906,12,1
001665706,1906,24,3
001665707,1906,29,2
001665708,1906,36,3
001665709,1906,37,3
001665710,1906,41,3
001665711,1906,45,3
001665712,1906,47,3
001665713,1906,48,3
001665714,1906,51,3
001665715,1906,53,3
001665716,1906,57,3
001665717,1906,60,4
001665718,1906,62,1
001665719,1906,62,2
001665720,1906,67,3
001665721,1906,68,2
001665722,1906,91,3
001665923,1906,91,3
001665924,1906,91,3
001665925,1906,87,3
001665926,1906,93,3
001665927,1906,93,3
001665928,1906,70,3
001665929,1906,70,3
001665930,1906,70,3
001665931,1906,71,3
001665932,1906,76,2
001665933,1906,76,2
001665934,1906,79,2
001665935,1906,81,4
001665936,1906,81,3
001665937,1906,82,3
001665938,1906,89,3
001665939,1906,95,1
001665940,1906,97,2
001665941,1906,106,1
001665942,1906,110,3
001665943,1906,111,3
001665944,1906,114,3
001665945,1906,123,3
001665946,1906,132,1
001665947,1906,132,132
001665948,1906,133,1
001666023,1906,138,1
001666024,1906,139,1
001666025,1906,139,2
001666026,1906,141,1
001666027,1906,143,1
001666028,1906,144,1
001666029,1906,144,2
001666030,1906,144,3
001666031,1906,144,3
001666032,1906,146,1
001666033,1906,154,3
001666034,1906,177,2
001666035,1906,178,1
001666036,1906,178,3
001666037,1906,178,3
001666038,1906,181,2
001666039,1906,185,1
001666040,1906,198,3
001666041,1906,201,2
001666042,1906,218,2
001666043,1906,220,3
001666044,1906,224,3
001666045,1906,224,3
001666046,1906,230,3
001666047,1906,236,1
001666113,1906,244,3
001666114,1906,246,3
001666115,1906,249,3
001666116,1906,249,3
001666117,1906,265,2
001666118,1923,20,3
001666119,1923,24,4
001666120,1923,34,2
001666121,1923,56,4
001666122,1923,57,4
001666123,1923,66,4
001666124,1923,78,3
001666125,1923,79,2
001666126,1923,90,3
001666127,1923,106,4
001666128,1923,116,3
001666129,1923,121,3
001666130,1923,123,4
001666131,1923,123,4
001666132,1923,130,3
001666133,1923,151,4
001666134,1923,155,4
001666135,1923,162,3
001666136,1923,170,4
001666137,1923,174,4
001666173,1923,177,4
001666174,1923,191,1
001666175,1923,194,1
001666176,1923,208,1
001666177,1923,215,1
001666178,1923,216,4
001666179,1923,234,2
001666180,1923,241,3
001666181,1923,245,4
001666182,1923,254,2
001666183,1923,261,5
001666184,1923,264,4
001666185,1923,268,2
001666186,1923,268,4
001666187,1923,268,4
001666188,1923,277,4
001666189,1923,278,4
001666190,1923,282,4
001666191,1923,294,1
001666192,1923,295,4
001666193,1923,296,2
001666194,1923,304,5
001666195,1923,305,4
001666196,1923,327,4
001666361,1923,326,4
001666362,1923,329,5
001666363,1923,338,1
001666364,1923,15,2
001666365,1923,15,3
001666366,1923,21,3
001666367,1923,44,2
001666368,1923,49,2
001666369,1923,25,3
001666370,1923,53,2
001666371,1923,72,2
001666372,1923,78,2
001666373,1923,102,2
001666374,1923,111,2
001666375,1923,140,3
001666376,1923,180,2
001666377,1923,327,4
001666388,1923,80,1
001666389,1923,74,1
001666390,1923,56,2
001666391,1923,231,4
001666392,1923,309,2
001666393,1923,145,5
001666394,1923,223,1
001666533,1931,228,7
001668094,1949,263,10
001668095,1949,276,3
001668096,1949,257,3
001668097,1904,147,2
001668101,1909,256,6
001668102,1909,241,6
001668257,1902,5,2
001668258,1902,8,2
001668259,1902,8,2
001668260,1902,9,3
001668261,1902,13,3
001668262,1902,19,2
001668263,1902,22,3
001668264,1902,22,5
001668265,1902,27,4
001668266,1902,22,3
001668267,1902,33,5
001668268,1902,37,2
001668269,1902,39,1
001668270,1902,45,1
001668271,1902,50,5
001668272,1902,59,1
001668294,1902,63,9
001668295,1902,63,9
001668296,1902,69,2
001668297,1902,74,1
001668298,1902,74,1
001668299,1902,75,3
001668300,1902,81,3
001668301,1902,86,3
001668302,1902,89,1
001668303,1902,92,2
001668304,1902,95,2
001668305,1902,98,1
001668306,1902,99,3
001668307,1902,99,3
001668308,1902,100,4
001668309,1902,113,1
001668310,1902,115,5
001668311,1902,116,2
001668312,1902,116,2
001668313,1902,121,2
001668314,1902,124,9
001668315,1902,125,2
001668316,1902,130,2
001668317,1902,131,3
001668352,1902,145,1
001668353,1902,145,5
001668354,1902,152,2
001668355,1902,153,5
001668356,1902,157,1
001668357,1902,158,3
001668358,1902,165,3
001668359,1902,167,2
001668360,1902,169,1
001668361,1902,170,1
001668362,1902,171,2
001668363,1902,172,5
001668364,1902,174,1
001668365,1902,174,2
001668388,1902,180,1
001668389,1902,1,1
001668390,1902,182,3
001668391,1902,183,3
001668392,1902,185,1
001668393,1902,186,1
001668394,1902,186,2
001668395,1902,195,2
001668396,1902,198,3
001668397,1902,200,2
001668398,1902,201,2
001668399,1902,201,2
001668400,1902,204,4
001668401,1902,204,6
001668402,1902,204,6
001668403,1902,206,2
001668404,1902,207,1
001668405,1902,207,3
001668406,1902,207,3
001668407,1902,209,3
001668408,1902,213,1
001668409,1902,210,13
001668410,1902,216,4
001668411,1902,216,13
001668412,1902,218,1
001668413,1902,218,3
001668414,1902,219,1
001668415,1902,219,1
001668416,1902,219,3
001668417,1902,221,3
001668464,1902,222,4
001668465,1902,225,1
001668466,1902,226,6
001668467,1902,227,2
001668468,1902,228,4
001668469,1902,228,10
001668470,1902,228,11
001668471,1902,230,3
001668472,1902,232,3
001668473,1902,234,1
001668474,1902,234,5
001668475,1902,235,1
001668476,1902,240,4
001668477,1902,246,4
001668478,1902,246,14
001668479,1902,247,1
001668480,1902,256,4
001668481,1902,260,2
001668482,1902,263,2
001668483,1902,266,2
001668484,1902,269,2
001668485,1902,269,14
001668486,1902,269,14
001668487,1902,269,14
001668488,1902,270,5
001668489,1902,276,1
001668490,1902,277,2
001668491,1902,277,2
001668492,1902,278,2
001668493,1902,278,2
001668494,1902,279,3
001668495,1902,280,13
001668496,1902,280,13
001668497,1902,280,13
001668498,1902,281,1
001668499,1902,281,3
001668500,1902,181,3
001668501,1902,281,3
001668502,1902,284,1
001668503,1902,284,2
001668504,1902,290,3
001668505,1902,291,2
001668506,1902,292,14
001669671,1901,1,1
001669672,1901,1,4
001669673,1901,1,6
001669674,1904,97,13
001669675,1904,15,4
001669830,1904,13,5
001669831,1904,23,2
001669832,1904,24,2
001669833,1904,25,2
001669834,1904,45,3
001669835,1904,45,6
001669836,1904,74,4
001669837,1904,75,2
001669838,1904,77,3
001669839,1904,82,3
001669840,1904,105,2
001669841,1904,108,1
001669842,1904,109,2
001669843,1904,112,2
001669844,1904,118,3
001669845,1904,124,6
001669846,1904,146,2
001669847,1904,147,6
001669848,1904,167,2
001669849,1904,168,3
001669850,1904,176,3
001669851,1904,176,4
001669852,1904,185,3
001669853,1904,185,3
001669854,1904,199,3
001669855,1904,204,1
001669856,1904,210,4
001669857,1904,216,1
001669858,1904,229,1
001669859,1904,236,3
001669860,1904,236,4
001669861,1904,253,3
001669862,1904,267,3
001669863,1904,270,4
001669864,1904,274,1
001669865,1904,282,5
001669866,1904,284,1
001669867,1904,291,3
001674616,1945,317,3
001674721,1941,115,9
001674725,1936,534,1
001674726,1943,424,2
001674727,1944,45,9
001674755,1921,137,1
001674756,1921,128,3
001674761,1901,259,2
001674775,1938,473,9
001674777,1941,254,11
001674788,1938,387,7
001674791,1936,634,7
001674792,1948,101,4
001674794,1948,176,4
001674805,1936,650,2
001674806,1909,277,1
001674808,1909,189,1
001674815,1929,496,4
001674816,1947,264,3
001674824,1909,177,5
001675004,1909,232,6
001675005,1909,221,7
001675009,1928,377,4
001675039,1902,162,3
001675064,1929,416,8
001675081,1919,206,2
001675097,1949,29,7
001675113,1938,31,13
001675114,1926,117,3
001675122,1942,326,1
001675161,1946,268,5
